SKPUCOCOQQoDET,UIUSCHVXYLoDET,QFTDITGKRAoDET,ESVDHWMLZSoDET,HNAZOMJLTHoDET,IUIQEPBEDZoDET,LIITHIJNWUoDET
`team_abbr`,`team_div`,`play_stat`,`play_pos`,`play_height`,`play_weight`,`play_PF`
CHA,Southeast,Bench,SG,79,215,2
CHA,Southeast,Bench,SG,79,237,1
POR,Southeast,Starter,C,83,197,1
POR,Southeast,Starter,SG,72,235,2
POR,Southeast,Starter,SF,80,203,1
POR,Southeast,Starter,SF,78,246,3
POR,Southeast,Starter,PF,75,202,1
POR,Southeast,Bench,PF,74,205,0
POR,Southeast,Bench,SF,78,210,0
POR,Southeast,Bench,SG,72,194,0
POR,Southeast,Bench,PG,81,245,1
POR,Southeast,Bench,PG,82,265,2
POR,Southeast,Bench,PG,83,246,0
POR,Southeast,Bench,PG,82,250,0
DET,Southwest,Starter,SF,81,149,1
DET,Southwest,Starter,SG,79,216,2
DET,Southwest,Starter,PF,79,149,0
DET,Southwest,Starter,PG,80,240,0
DET,Southwest,Starter,C,84,195,1
DET,Southwest,Bench,PF,76,209,1
DET,Southwest,Bench,PG,81,239,1
DET,Southwest,Bench,PG,81,255,3
DET,Southwest,Bench,SG,76,185,1
DET,Southwest,Bench,SF,81,208,0
DET,Southwest,Bench,C,84,195,2
DET,Southwest,Bench,C,85,220,1
DET,Southwest,Bench,PF,72,235,1
CHA,Southeast,Starter,SF,78,200,4
CHA,Southeast,Starter,SG,78,210,1
CHA,Southeast,Starter,PF,79,223,5
CHA,Southeast,Starter,PG,82,185,5
CHA,Southeast,Starter,PG,83,199,5
CHA,Southeast,Bench,PG,81,230,1
CHA,Southeast,Bench,C,85,175,3
CHA,Southeast,Bench,PF,77,149,1
CHA,Southeast,Bench,SG,79,237,0
MIN,Northwest,Starter,PF,73,270,0
MIN,Northwest,Starter,PG,81,215,0
MIN,Northwest,Starter,C,83,204,4
MIN,Northwest,Starter,SG,76,225,0
MIN,Northwest,Starter,SF,78,280,1
MIN,Northwest,Bench,PG,85,220,0
MIN,Northwest,Bench,SG,79,199,6
MIN,Northwest,Bench,SF,78,239,5
MIN,Northwest,Bench,SG,75,210,1
MIN,Northwest,Bench,PG,84,220,1
UTA,Southeast,Starter,PG,80,199,3
UTA,Southeast,Starter,C,83,220,3
UTA,Southeast,Starter,SG,77,200,3
UTA,Southeast,Starter,SF,80,175,2
UTA,Southeast,Starter,PF,74,227,4
UTA,Southeast,Bench,PF,75,225,3
UTA,Southeast,Bench,SG,76,251,2
UTA,Southeast,Bench,SG,79,190,0
UTA,Southeast,Bench,PG,82,190,2
UTA,Southeast,Bench,C,82,204,1
LAL,Southeast,Starter,SF,80,220,1
LAL,Southeast,Starter,PG,82,226,0
LAL,Southeast,Starter,SG,79,199,1
LAL,Southeast,Starter,PF,75,149,2
LAL,Southeast,Starter,C,80,190,1
LAL,Southeast,Bench,PG,79,240,2
LAL,Southeast,Bench,SF,81,240,5
LAL,Southeast,Bench,SG,77,260,4
LAL,Southeast,Bench,SG,78,251,3
LAL,Southeast,Bench,PG,83,220,0
LAL,Southeast,Bench,PG,83,191,0
LAL,Southeast,Bench,SF,80,186,0
LAL,Southeast,Bench,PF,75,251,0
PHO,Northwest,Starter,SF,80,199,3
PHO,Northwest,Starter,PF,73,236,2
PHO,Northwest,Starter,SG,76,180,4
PHO,Northwest,Starter,PG,83,222,3
PHO,Northwest,Starter,C,84,230,5
PHO,Northwest,Bench,SG,76,242,0
PHO,Northwest,Bench,SF,81,190,1
PHO,Northwest,Bench,PF,72,206,3
PHO,Northwest,Bench,PG,82,240,6
PHO,Northwest,Bench,PF,75,149,1
PHO,Northwest,Bench,SG,77,235,0
PHO,Northwest,Bench,SF,78,200,0
MIA,Atlantic,Starter,SF,81,200,4
MIA,Atlantic,Starter,PF,82,220,2
MIA,Atlantic,Starter,SF,77,149,4
MIA,Atlantic,Starter,C,84,255,4
MIA,Atlantic,Starter,SF,82,223,0
MIA,Atlantic,Bench,PF,75,241,3
MIA,Atlantic,Bench,PF,72,210,4
MIA,Atlantic,Bench,PG,81,251,4
MIA,Atlantic,Bench,SG,78,210,1
BKN,Southwest,Starter,SF,80,200,1
BKN,Southwest,Starter,SG,79,262,2
BKN,Southwest,Starter,C,85,220,4
BKN,Southwest,Starter,PF,73,149,3
BKN,Southwest,Starter,PG,82,240,1
BKN,Southwest,Bench,PG,84,175,0
BKN,Southwest,Bench,PF,71,192,1
BKN,Southwest,Bench,C,85,230,6
BKN,Southwest,Bench,SG,77,210,1
BKN,Southwest,Bench,SF,80,212,5
TOR,Northwest,Starter,SG,76,194,3
TOR,Northwest,Starter,PF,77,180,5
TOR,Northwest,Starter,C,84,220,3
TOR,Northwest,Starter,SF,78,188,5
TOR,Northwest,Starter,PG,84,220,3
TOR,Northwest,Bench,PG,80,228,2
TOR,Northwest,Bench,SG,78,185,4
TOR,Northwest,Bench,C,82,215,2
TOR,Northwest,Bench,PF,73,206,1
TOR,Northwest,Bench,SG,77,202,0
MIL,Southwest,Starter,PF,72,235,2
MIL,Southwest,Starter,PG,81,232,1
MIL,Southwest,Starter,SG,79,149,2
MIL,Southwest,Starter,C,84,220,2
MIL,Southwest,Starter,SG,79,185,1
MIL,Southwest,Bench,PF,75,218,2
MIL,Southwest,Bench,SG,76,260,4
MIL,Southwest,Bench,C,84,204,1
MIL,Southwest,Bench,SF,80,251,1
MIL,Southwest,Bench,PG,83,200,0
MIL,Southwest,Bench,SG,79,199,1
MIL,Southwest,Bench,SG,79,210,1
MIL,Southwest,Bench,PF,69,149,0
GS,Atlantic,Starter,PF,75,275,1
GS,Atlantic,Starter,PG,82,245,1
GS,Atlantic,Starter,SF,80,185,1
GS,Atlantic,Starter,SG,78,207,2
GS,Atlantic,Starter,C,82,195,2
GS,Atlantic,Bench,PF,77,199,3
GS,Atlantic,Bench,PG,78,240,2
GS,Atlantic,Bench,PF,73,149,2
GS,Atlantic,Bench,PG,81,234,4
GS,Atlantic,Bench,SF,79,215,0
GS,Atlantic,Bench,PF,69,187,1
GS,Atlantic,Bench,PG,80,195,0
HOU,Southeast,Starter,SG,79,225,1
HOU,Southeast,Starter,PG,84,230,0
HOU,Southeast,Starter,C,84,230,1
HOU,Southeast,Starter,PF,77,251,3
HOU,Southeast,Starter,PF,76,216,5
HOU,Southeast,Bench,PF,77,199,5
HOU,Southeast,Bench,SF,76,199,0
HOU,Southeast,Bench,SF,80,237,2
HOU,Southeast,Bench,C,82,197,2
HOU,Southeast,Bench,SG,79,200,0
NO,Northwest,Starter,PF,77,235,3
NO,Northwest,Starter,SG,77,239,2
NO,Northwest,Starter,C,84,240,2
NO,Northwest,Starter,PG,80,216,1
NO,Northwest,Starter,SF,79,210,1
NO,Northwest,Bench,SG,77,182,3
NO,Northwest,Bench,SF,79,207,1
NO,Northwest,Bench,SG,77,210,1
NO,Northwest,Bench,C,82,255,0
NO,Northwest,Bench,C,84,248,5
IND,Northwest,Starter,SF,78,216,3
IND,Northwest,Starter,PG,81,190,0
IND,Northwest,Starter,C,82,195,3
IND,Northwest,Starter,SG,79,149,3
IND,Northwest,Starter,PF,74,235,1
IND,Northwest,Bench,SF,79,180,3
IND,Northwest,Bench,PF,75,251,2
IND,Northwest,Bench,PG,82,251,2
IND,Northwest,Bench,C,81,245,4
IND,Northwest,Bench,SG,76,200,1
IND,Northwest,Bench,SG,78,250,0
IND,Northwest,Bench,PG,82,230,0
SAC,Central,Starter,C,84,253,1
SAC,Central,Starter,SF,78,251,1
SAC,Central,Starter,PF,73,149,3
SAC,Central,Starter,SG,79,251,1
SAC,Central,Starter,PG,81,222,0
SAC,Central,Bench,SF,78,190,4
SAC,Central,Bench,SG,79,199,4
SAC,Central,Bench,SF,81,210,1
SAC,Central,Bench,PG,81,185,1
ORL,Pacific,Starter,SF,80,210,0
ORL,Pacific,Starter,PF,72,235,1
ORL,Pacific,Starter,PG,81,190,5
ORL,Pacific,Starter,SG,78,199,0
ORL,Pacific,Starter,C,83,191,5
ORL,Pacific,Bench,C,83,245,3
ORL,Pacific,Bench,SG,79,225,1
ORL,Pacific,Bench,PG,82,160,4
ORL,Pacific,Bench,PF,74,149,1
ORL,Pacific,Bench,SG,79,190,1
PHI,Central,Starter,PG,82,199,2
PHI,Central,Starter,C,83,249,2
PHI,Central,Starter,PF,75,235,4
PHI,Central,Starter,SG,77,275,5
PHI,Central,Starter,SF,80,231,2
PHI,Central,Bench,PF,74,149,3
PHI,Central,Bench,SG,77,198,3
PHI,Central,Bench,SG,75,205,3
PHI,Central,Bench,PG,81,176,0
PHI,Central,Bench,SF,80,240,0
DEN,Central,Starter,SF,80,210,1
DEN,Central,Starter,PF,76,250,5
DEN,Central,Starter,PG,82,220,3
DEN,Central,Starter,SG,75,199,0
DEN,Central,Starter,C,82,245,0
DEN,Central,Bench,SF,76,190,2
DEN,Central,Bench,PG,80,280,2
DEN,Central,Bench,C,83,255,3
DEN,Central,Bench,PG,80,232,1
DEN,Central,Bench,PG,70,176,2
DEN,Central,Bench,PF,72,205,0
DEN,Central,Bench,PF,73,186,1
CHI,Atlantic,Starter,SF,79,185,0
CHI,Atlantic,Starter,PG,85,168,2
CHI,Atlantic,Starter,SG,76,210,1
CHI,Atlantic,Starter,PF,75,194,1
CHI,Atlantic,Starter,C,83,161,2
CHI,Atlantic,Bench,PF,76,149,2
CHI,Atlantic,Bench,SF,80,190,1
CHI,Atlantic,Bench,SG,76,194,2
CHI,Atlantic,Bench,C,82,189,4
CHI,Atlantic,Bench,SF,80,190,0
CHI,Atlantic,Bench,C,82,254,2
CHI,Atlantic,Bench,SF,82,240,1
CHI,Atlantic,Bench,PF,75,149,0
BOS,Atlantic,Starter,SF,77,200,2
BOS,Atlantic,Starter,SG,78,199,1
BOS,Atlantic,Starter,PF,74,205,2
BOS,Atlantic,Starter,PG,83,199,2
BOS,Atlantic,Starter,C,84,168,3
BOS,Atlantic,Bench,PF,76,149,0
BOS,Atlantic,Bench,PG,82,231,4
BOS,Atlantic,Bench,SF,80,240,2
BOS,Atlantic,Bench,C,84,199,1
BOS,Atlantic,Bench,PF,74,180,1
BOS,Atlantic,Bench,SF,79,251,2
BOS,Atlantic,Bench,C,85,222,2
BOS,Atlantic,Bench,SF,80,200,3
CLE,Pacific,Starter,C,82,247,2
CLE,Pacific,Starter,SF,80,199,0
CLE,Pacific,Starter,PG,80,245,2
CLE,Pacific,Starter,SG,77,251,3
CLE,Pacific,Starter,PF,77,212,3
CLE,Pacific,Bench,PF,76,210,2
CLE,Pacific,Bench,SG,76,205,2
CLE,Pacific,Bench,C,82,240,0
CLE,Pacific,Bench,PG,80,265,3
CLE,Pacific,Bench,SG,76,238,2
CLE,Pacific,Bench,PG,82,271,1
CLE,Pacific,Bench,SF,78,207,0
MEM,Pacific,Starter,PF,75,180,3
MEM,Pacific,Starter,SG,75,170,2
MEM,Pacific,Starter,C,83,253,5
MEM,Pacific,Starter,PG,81,200,2
MEM,Pacific,Starter,SF,81,199,3
MEM,Pacific,Bench,SG,78,251,4
MEM,Pacific,Bench,SG,76,250,3
MEM,Pacific,Bench,PG,82,200,3
MEM,Pacific,Bench,PG,82,220,0
NY,Pacific,Starter,C,85,199,2
NY,Pacific,Starter,PF,77,235,4
NY,Pacific,Starter,SF,80,175,2
NY,Pacific,Starter,PG,82,193,3
NY,Pacific,Starter,SG,80,200,0
NY,Pacific,Bench,SG,75,210,4
NY,Pacific,Bench,SF,76,200,2
NY,Pacific,Bench,PG,81,199,2
NY,Pacific,Bench,SG,79,180,1
NY,Pacific,Bench,C,82,220,1
OKC,Central,Starter,SF,80,251,3
OKC,Central,Starter,PF,75,180,1
OKC,Central,Starter,SG,76,199,2
OKC,Central,Starter,PG,83,228,0
OKC,Central,Starter,PF,75,225,3
OKC,Central,Bench,PF,74,235,3
OKC,Central,Bench,PG,81,175,2
OKC,Central,Bench,PF,74,205,4
OKC,Central,Bench,PG,83,220,2
OKC,Central,Bench,C,83,262,2
OKC,Central,Bench,C,85,245,0
OKC,Central,Bench,C,84,240,0
ATL,Southwest,Starter,PG,82,171,1
ATL,Southwest,Starter,SF,80,251,2
ATL,Southwest,Starter,PF,77,210,2
ATL,Southwest,Starter,C,84,230,2
ATL,Southwest,Starter,PF,73,225,2
ATL,Southwest,Bench,SF,78,185,1
ATL,Southwest,Bench,SG,76,262,4
ATL,Southwest,Bench,SG,72,205,0
ATL,Southwest,Bench,PG,78,232,0
ATL,Southwest,Bench,C,81,199,2
ATL,Southwest,Bench,SF,81,215,0
ATL,Southwest,Bench,PF,73,225,1
ATL,Southwest,Bench,PG,83,237,3
SA,Southwest,Starter,SF,81,190,5
SA,Southwest,Starter,PF,75,225,2
SA,Southwest,Starter,SG,78,185,1
SA,Southwest,Starter,PG,78,215,5
SA,Southwest,Starter,C,83,220,0
SA,Southwest,Bench,SF,79,212,0
SA,Southwest,Bench,PF,78,213,2
SA,Southwest,Bench,SG,78,225,2
SA,Southwest,Bench,PG,81,220,1
SA,Southwest,Bench,PG,81,190,2
SA,Southwest,Bench,C,84,228,0
SA,Southwest,Bench,SF,78,190,0
SA,Southwest,Bench,SG,78,251,0
DAL,Central,Starter,PG,83,220,3
DAL,Central,Starter,SG,79,251,1
DAL,Central,Starter,PF,74,225,1
DAL,Central,Starter,SF,81,215,1
DAL,Central,Starter,C,84,255,1
DAL,Central,Bench,SG,77,210,0
DAL,Central,Bench,PF,76,206,0
DAL,Central,Bench,SG,79,251,1
DAL,Central,Bench,SF,81,199,2
DAL,Central,Bench,SG,75,149,0
DAL,Central,Bench,SF,82,251,0
DAL,Central,Bench,PF,76,210,0
DET,Southwest,Starter,SG,79,216,3
DET,Southwest,Starter,SF,81,149,2
DET,Southwest,Starter,C,84,195,2
DET,Southwest,Starter,PF,79,149,1
DET,Southwest,Starter,PG,80,240,4
DET,Southwest,Bench,PG,81,239,3
DET,Southwest,Bench,PF,76,209,2
DET,Southwest,Bench,PG,81,255,2
DET,Southwest,Bench,SF,81,208,1
DET,Southwest,Bench,SG,76,185,0
MEM,Pacific,Starter,PF,75,180,2
MEM,Pacific,Starter,SG,75,170,2
MEM,Pacific,Starter,SF,81,199,1
MEM,Pacific,Starter,C,83,253,5
MEM,Pacific,Starter,PG,82,220,5
MEM,Pacific,Bench,SG,78,251,0
MEM,Pacific,Bench,SG,76,250,2
MEM,Pacific,Bench,PG,82,200,0
MEM,Pacific,Bench,PG,82,172,2
MEM,Pacific,Bench,C,84,215,2
CHA,Southeast,Starter,SF,78,200,5
CHA,Southeast,Starter,PG,82,185,2
CHA,Southeast,Starter,SG,78,210,2
CHA,Southeast,Starter,PF,79,223,3
CHA,Southeast,Starter,PG,83,199,3
CHA,Southeast,Bench,PF,77,149,3
CHA,Southeast,Bench,C,85,175,3
CHA,Southeast,Bench,PG,81,230,1
CHA,Southeast,Bench,SG,76,241,0
CHA,Southeast,Bench,SG,79,237,1
CHA,Southeast,Bench,SG,72,187,1
POR,Southeast,Starter,SF,78,246,3
POR,Southeast,Starter,SF,80,203,0
POR,Southeast,Starter,SG,72,235,0
POR,Southeast,Starter,PF,75,202,1
POR,Southeast,Starter,C,83,197,2
POR,Southeast,Bench,PG,82,250,3
POR,Southeast,Bench,PG,81,245,1
POR,Southeast,Bench,PF,74,205,1
POR,Southeast,Bench,SG,72,194,0
POR,Southeast,Bench,SF,78,210,0
HOU,Southeast,Starter,PF,77,251,3
HOU,Southeast,Starter,PG,84,230,1
HOU,Southeast,Starter,C,84,230,2
HOU,Southeast,Starter,SG,79,225,1
HOU,Southeast,Starter,PF,76,216,0
HOU,Southeast,Bench,PF,77,199,3
HOU,Southeast,Bench,SF,76,199,1
HOU,Southeast,Bench,SF,80,237,0
HOU,Southeast,Bench,C,82,197,1
HOU,Southeast,Bench,SG,79,200,1
HOU,Southeast,Bench,PF,86,252,0
IND,Northwest,Starter,SF,78,216,3
IND,Northwest,Starter,PG,81,190,2
IND,Northwest,Starter,C,82,195,2
IND,Northwest,Starter,SG,79,149,0
IND,Northwest,Starter,PF,75,251,2
IND,Northwest,Bench,SF,79,180,0
IND,Northwest,Bench,PG,82,251,1
IND,Northwest,Bench,SG,76,200,0
IND,Northwest,Bench,C,81,245,1
IND,Northwest,Bench,SG,78,250,0
IND,Northwest,Bench,PG,82,230,0
IND,Northwest,Bench,SF,78,185,0
UTA,Southeast,Starter,PG,80,199,4
UTA,Southeast,Starter,SG,77,200,0
UTA,Southeast,Starter,SF,80,175,2
UTA,Southeast,Starter,PF,74,227,2
UTA,Southeast,Starter,C,83,220,6
UTA,Southeast,Bench,C,84,222,2
UTA,Southeast,Bench,PF,75,225,0
UTA,Southeast,Bench,SG,76,251,2
UTA,Southeast,Bench,PG,82,190,0
UTA,Southeast,Bench,PF,72,235,0
MIA,Atlantic,Starter,PF,82,220,3
MIA,Atlantic,Starter,SF,77,149,2
MIA,Atlantic,Starter,SF,81,200,2
MIA,Atlantic,Starter,C,84,255,4
MIA,Atlantic,Starter,PG,82,223,2
MIA,Atlantic,Bench,PF,75,241,2
MIA,Atlantic,Bench,PF,72,210,1
MIA,Atlantic,Bench,SG,78,210,1
MIA,Atlantic,Bench,PG,81,251,2
MIA,Atlantic,Bench,PG,81,220,1
LAL,Southeast,Starter,SF,80,220,2
LAL,Southeast,Starter,PG,79,240,4
LAL,Southeast,Starter,SG,79,199,5
LAL,Southeast,Starter,PF,75,149,2
LAL,Southeast,Starter,PG,82,226,3
LAL,Southeast,Bench,SF,81,240,4
LAL,Southeast,Bench,SG,78,251,3
LAL,Southeast,Bench,SG,77,260,1
LAL,Southeast,Bench,PG,83,191,2
LAL,Southeast,Bench,PG,83,220,1
TOR,Northwest,Starter,PF,77,180,0
TOR,Northwest,Starter,SG,76,194,1
TOR,Northwest,Starter,SF,80,224,4
TOR,Northwest,Starter,C,84,220,2
TOR,Northwest,Starter,PG,82,245,3
TOR,Northwest,Bench,SF,78,188,4
TOR,Northwest,Bench,SG,77,202,1
TOR,Northwest,Bench,PG,80,228,5
TOR,Northwest,Bench,C,82,215,4
TOR,Northwest,Bench,PF,73,206,0
DEN,Central,Starter,SF,80,210,2
DEN,Central,Starter,PF,76,250,0
DEN,Central,Starter,SG,75,199,0
DEN,Central,Starter,PG,82,220,1
DEN,Central,Starter,C,82,245,0
DEN,Central,Bench,PG,80,280,4
DEN,Central,Bench,SF,76,190,5
DEN,Central,Bench,C,83,255,2
DEN,Central,Bench,PG,80,232,1
DEN,Central,Bench,PG,70,176,1
DEN,Central,Bench,PF,72,205,0
DEN,Central,Bench,PF,73,186,0
PHO,Northwest,Starter,SG,76,180,3
PHO,Northwest,Starter,PF,73,236,2
PHO,Northwest,Starter,SF,80,199,1
PHO,Northwest,Starter,C,84,230,1
PHO,Northwest,Starter,PG,83,222,3
PHO,Northwest,Bench,PG,82,240,2
PHO,Northwest,Bench,SF,81,190,1
PHO,Northwest,Bench,PF,72,206,2
PHO,Northwest,Bench,SG,77,235,1
PHO,Northwest,Bench,SG,76,242,0
PHO,Northwest,Bench,SF,78,200,0
BKN,Southwest,Starter,SG,79,262,5
BKN,Southwest,Starter,C,85,220,1
BKN,Southwest,Starter,PF,73,149,0
BKN,Southwest,Starter,PG,82,240,6
BKN,Southwest,Starter,SF,80,200,0
BKN,Southwest,Bench,SF,80,212,5
BKN,Southwest,Bench,SG,77,210,1
BKN,Southwest,Bench,PG,84,175,3
BKN,Southwest,Bench,C,85,230,3
BKN,Southwest,Bench,PF,71,192,1
BKN,Southwest,Bench,SF,78,149,0
CHI,Atlantic,Starter,SG,76,210,4
CHI,Atlantic,Starter,SF,79,185,3
CHI,Atlantic,Starter,C,83,161,4
CHI,Atlantic,Starter,PG,85,168,1
CHI,Atlantic,Starter,PF,75,194,1
CHI,Atlantic,Bench,PF,76,149,2
CHI,Atlantic,Bench,SF,82,240,2
CHI,Atlantic,Bench,SF,80,190,3
CHI,Atlantic,Bench,C,82,254,3
CHI,Atlantic,Bench,SF,80,190,1
PHI,Central,Starter,PG,82,199,4
PHI,Central,Starter,C,83,249,5
PHI,Central,Starter,PF,75,235,0
PHI,Central,Starter,SG,77,275,3
PHI,Central,Starter,SF,80,231,4
PHI,Central,Bench,PF,74,149,1
PHI,Central,Bench,SG,77,198,3
PHI,Central,Bench,SF,80,240,2
PHI,Central,Bench,SG,75,205,0
PHI,Central,Bench,PG,81,190,0
OKC,Central,Starter,SF,80,251,4
OKC,Central,Starter,SG,76,199,3
OKC,Central,Starter,PF,75,180,2
OKC,Central,Starter,PG,83,228,1
OKC,Central,Starter,C,83,262,2
OKC,Central,Bench,PF,74,205,0
OKC,Central,Bench,C,85,245,4
OKC,Central,Bench,PF,74,235,2
OKC,Central,Bench,PF,75,225,3
OKC,Central,Bench,PG,83,220,3
MIN,Northwest,Starter,SG,76,225,3
MIN,Northwest,Starter,PF,73,270,3
MIN,Northwest,Starter,SF,78,239,0
MIN,Northwest,Starter,C,83,204,5
MIN,Northwest,Starter,PG,81,215,2
MIN,Northwest,Bench,PG,85,220,2
MIN,Northwest,Bench,SG,79,199,0
MIN,Northwest,Bench,SG,75,210,2
MIN,Northwest,Bench,C,84,220,3
DAL,Central,Starter,PG,83,220,4
DAL,Central,Starter,SG,79,251,2
DAL,Central,Starter,PF,74,225,2
DAL,Central,Starter,C,84,255,4
DAL,Central,Starter,SF,81,215,3
DAL,Central,Bench,SF,81,199,3
DAL,Central,Bench,SG,79,251,3
DAL,Central,Bench,SG,75,149,3
DAL,Central,Bench,PF,76,206,1
DAL,Central,Bench,SG,77,210,1
NO,Northwest,Starter,PF,77,235,5
NO,Northwest,Starter,SF,79,210,3
NO,Northwest,Starter,SG,77,239,2
NO,Northwest,Starter,C,84,240,3
NO,Northwest,Starter,PG,80,216,1
NO,Northwest,Bench,PG,81,245,6
NO,Northwest,Bench,SG,77,182,2
NO,Northwest,Bench,C,84,248,1
NO,Northwest,Bench,SF,79,207,0
NO,Northwest,Bench,SG,77,210,1
NO,Northwest,Bench,C,82,255,0
CLE,Pacific,Starter,SG,77,251,1
CLE,Pacific,Starter,SF,80,199,3
CLE,Pacific,Starter,PG,80,245,2
CLE,Pacific,Starter,C,82,247,4
CLE,Pacific,Starter,PF,77,212,3
CLE,Pacific,Bench,SG,76,205,0
CLE,Pacific,Bench,PF,76,210,0
CLE,Pacific,Bench,C,82,240,1
CLE,Pacific,Bench,SG,76,238,2
CLE,Pacific,Bench,PG,80,265,0
BOS,Atlantic,Starter,SG,78,199,3
BOS,Atlantic,Starter,PF,74,205,2
BOS,Atlantic,Starter,SF,77,200,5
BOS,Atlantic,Starter,PG,83,199,2
BOS,Atlantic,Starter,C,84,168,6
BOS,Atlantic,Bench,PG,82,231,0
BOS,Atlantic,Bench,SF,80,240,1
BOS,Atlantic,Bench,C,84,199,2
BOS,Atlantic,Bench,PF,76,149,4
BOS,Atlantic,Bench,C,85,222,2
BOS,Atlantic,Bench,PF,74,180,0
NY,Pacific,Starter,SG,80,200,3
NY,Pacific,Starter,C,85,199,2
NY,Pacific,Starter,SF,80,175,2
NY,Pacific,Starter,PF,77,235,4
NY,Pacific,Starter,PG,82,193,2
NY,Pacific,Bench,SG,75,210,4
NY,Pacific,Bench,SF,76,200,2
NY,Pacific,Bench,C,82,220,2
NY,Pacific,Bench,PG,81,199,4
NY,Pacific,Bench,SG,79,180,0
GS,Atlantic,Starter,PF,75,275,1
GS,Atlantic,Starter,PG,82,245,2
GS,Atlantic,Starter,SG,78,207,1
GS,Atlantic,Starter,SF,80,185,1
GS,Atlantic,Starter,C,82,195,2
GS,Atlantic,Bench,PF,77,199,2
GS,Atlantic,Bench,PF,73,149,1
GS,Atlantic,Bench,PG,81,240,2
GS,Atlantic,Bench,PG,78,240,0
GS,Atlantic,Bench,PG,81,234,2
LAC,Pacific,Starter,SF,80,251,2
LAC,Pacific,Starter,PF,75,218,5
LAC,Pacific,Starter,PG,80,215,2
LAC,Pacific,Starter,C,84,230,3
LAC,Pacific,Starter,SG,78,262,1
LAC,Pacific,Bench,SF,80,251,0
LAC,Pacific,Bench,PF,73,185,0
LAC,Pacific,Bench,PG,81,240,1
LAC,Pacific,Bench,SG,79,149,3
LAC,Pacific,Bench,SG,78,225,1
WAS,Atlantic,Starter,SF,78,199,3
WAS,Atlantic,Starter,PF,76,209,3
WAS,Atlantic,Starter,SF,80,260,3
WAS,Atlantic,Starter,SG,78,275,3
WAS,Atlantic,Starter,C,85,249,0
WAS,Atlantic,Bench,SG,79,170,2
WAS,Atlantic,Bench,SG,79,190,1
WAS,Atlantic,Bench,C,84,255,2
WAS,Atlantic,Bench,PF,79,210,5
WAS,Atlantic,Bench,SF,80,198,0
WAS,Atlantic,Bench,SG,77,251,0
DET,Southwest,Starter,PG,81,239,2
DET,Southwest,Starter,SF,81,149,3
DET,Southwest,Starter,SG,79,216,3
DET,Southwest,Starter,C,84,195,4
DET,Southwest,Starter,PF,79,149,4
DET,Southwest,Bench,PF,76,209,1
DET,Southwest,Bench,PG,81,255,6
DET,Southwest,Bench,SG,76,185,2
DET,Southwest,Bench,PF,72,235,1
DET,Southwest,Bench,SF,81,208,3
SAC,Central,Starter,PF,73,235,2
SAC,Central,Starter,C,84,253,3
SAC,Central,Starter,SF,78,251,6
SAC,Central,Starter,SF,78,190,6
SAC,Central,Starter,PG,81,222,4
SAC,Central,Bench,SG,79,199,2
SAC,Central,Bench,PF,73,149,2
SAC,Central,Bench,PG,81,185,1
SAC,Central,Bench,SF,81,210,2
ATL,Southwest,Starter,PF,77,210,4
ATL,Southwest,Starter,PF,73,225,4
ATL,Southwest,Starter,PG,82,171,3
ATL,Southwest,Starter,SF,80,251,1
ATL,Southwest,Starter,C,84,230,3
ATL,Southwest,Bench,SG,72,205,2
ATL,Southwest,Bench,SF,78,185,3
ATL,Southwest,Bench,SG,76,262,2
ATL,Southwest,Bench,C,81,199,0
ATL,Southwest,Bench,PG,78,232,0
MIL,Southwest,Starter,PG,81,232,3
MIL,Southwest,Starter,SG,79,149,2
MIL,Southwest,Starter,SG,79,185,0
MIL,Southwest,Starter,PF,75,218,4
MIL,Southwest,Starter,C,84,220,3
MIL,Southwest,Bench,SG,76,260,2
MIL,Southwest,Bench,PF,69,149,0
MIL,Southwest,Bench,C,84,204,3
MIL,Southwest,Bench,SG,79,199,1
MIL,Southwest,Bench,SF,80,251,1
MIL,Southwest,Bench,SG,79,210,1
MIL,Southwest,Bench,PG,83,200,3
POR,Southeast,Starter,C,83,197,4
POR,Southeast,Starter,SF,80,203,1
POR,Southeast,Starter,SG,72,235,4
POR,Southeast,Starter,PF,75,202,1
POR,Southeast,Starter,SF,78,246,0
POR,Southeast,Bench,SF,78,210,0
POR,Southeast,Bench,PF,74,205,1
POR,Southeast,Bench,PG,81,245,3
POR,Southeast,Bench,SG,79,194,0
POR,Southeast,Bench,PG,82,250,5
POR,Southeast,Bench,SG,72,194,0
PHI,Central,Starter,C,83,249,3
PHI,Central,Starter,PF,75,235,2
PHI,Central,Starter,PG,82,199,1
PHI,Central,Starter,SG,77,275,0
PHI,Central,Starter,SF,80,231,0
PHI,Central,Bench,PF,74,149,0
PHI,Central,Bench,SF,80,240,1
PHI,Central,Bench,SG,77,198,2
PHI,Central,Bench,SG,75,205,0
HOU,Southeast,Starter,SG,79,225,0
HOU,Southeast,Starter,C,84,230,5
HOU,Southeast,Starter,PG,84,230,2
HOU,Southeast,Starter,PF,76,216,1
HOU,Southeast,Starter,PF,77,251,2
HOU,Southeast,Bench,SF,76,199,2
HOU,Southeast,Bench,SF,80,237,0
HOU,Southeast,Bench,PF,77,199,2
HOU,Southeast,Bench,C,82,197,4
HOU,Southeast,Bench,SG,79,200,1
OKC,Central,Starter,SF,80,251,2
OKC,Central,Starter,SG,76,199,1
