VVYTLATQQGoOPE,GXLBYDZWTKoOPE,WAXMBJEDEXoOPE,KTSZKIWEWYoOPE,LVSCZKQPEKoOPE,IZIZAQEMKXoOPE,KRINPPWRHFoOPE
`team_abbr`,`team_div`,`play_stat`,`play_pos`,`play_height`,`play_weight`,`play_PF`
BKN,Central,Bench,PF,79,242,2
BKN,Central,Bench,SG,78,228,1
BKN,Central,Bench,C,84,251,3
OKC,Pacific,Starter,SF,80,212,1
OKC,Pacific,Starter,PF,80,234,3
OKC,Pacific,Starter,PG,75,188,2
OKC,Pacific,Starter,C,84,255,2
OKC,Pacific,Starter,SG,79,208,3
OKC,Pacific,Bench,SF,80,212,1
OKC,Pacific,Bench,SG,78,190,4
OKC,Pacific,Bench,PF,81,238,1
OKC,Pacific,Bench,PG,73,207,2
OKC,Pacific,Bench,SF,79,234,0
OKC,Pacific,Bench,SG,79,186,1
OKC,Pacific,Bench,C,83,260,0
MIL,Northwest,Starter,SF,79,218,3
MIL,Northwest,Starter,SG,79,200,0
MIL,Northwest,Starter,PF,82,207,4
MIL,Northwest,Starter,PG,78,226,3
MIL,Northwest,Starter,C,85,219,2
MIL,Northwest,Bench,PF,83,223,0
MIL,Northwest,Bench,PF,81,255,4
MIL,Northwest,Bench,PG,76,190,2
MIL,Northwest,Bench,SG,77,199,0
MIL,Northwest,Bench,PF,82,242,1
MIL,Northwest,Bench,SG,78,234,2
MIL,Northwest,Bench,SG,78,211,1
DET,Northwest,Starter,C,83,276,1
DET,Northwest,Starter,SG,74,180,2
DET,Northwest,Starter,SF,80,230,1
DET,Northwest,Starter,SF,79,244,3
DET,Northwest,Starter,PG,75,210,1
DET,Northwest,Bench,PG,72,175,0
DET,Northwest,Bench,SF,79,200,0
DET,Northwest,Bench,SG,74,204,0
DET,Northwest,Bench,PF,81,246,1
DET,Northwest,Bench,PF,82,232,2
DET,Northwest,Bench,PF,83,244,0
DET,Northwest,Bench,PF,82,221,0
LAL,Southeast,Starter,SF,81,190,1
LAL,Southeast,Starter,SG,78,206,2
LAL,Southeast,Starter,PG,78,190,0
LAL,Southeast,Starter,PF,80,238,0
LAL,Southeast,Starter,C,84,262,1
LAL,Southeast,Bench,PG,77,193,1
LAL,Southeast,Bench,PF,81,224,1
LAL,Southeast,Bench,PF,81,251,3
LAL,Southeast,Bench,SG,77,207,1
LAL,Southeast,Bench,SF,81,189,0
LAL,Southeast,Bench,C,84,262,2
LAL,Southeast,Bench,C,85,242,1
LAL,Southeast,Bench,PG,74,180,1
MIL,Northwest,Starter,SF,79,218,4
MIL,Northwest,Starter,SG,79,200,1
MIL,Northwest,Starter,PG,78,226,5
MIL,Northwest,Starter,PF,82,207,5
MIL,Northwest,Starter,PF,83,223,5
MIL,Northwest,Bench,PF,81,255,1
MIL,Northwest,Bench,C,85,219,3
MIL,Northwest,Bench,PG,76,190,1
MIL,Northwest,Bench,SG,78,211,0
CHA,Southwest,Starter,PG,73,173,0
CHA,Southwest,Starter,PF,81,234,0
CHA,Southwest,Starter,C,83,270,4
CHA,Southwest,Starter,SG,77,186,0
CHA,Southwest,Starter,SF,79,236,1
CHA,Southwest,Bench,PF,85,242,0
CHA,Southwest,Bench,SG,78,223,6
CHA,Southwest,Bench,SF,79,224,5
CHA,Southwest,Bench,SG,75,200,1
CHA,Southwest,Bench,PF,84,242,1
IND,Northwest,Starter,PF,80,223,3
IND,Northwest,Starter,C,83,242,3
IND,Northwest,Starter,SG,76,218,3
IND,Northwest,Starter,SF,80,219,2
IND,Northwest,Starter,PG,72,161,4
IND,Northwest,Bench,PG,75,186,3
IND,Northwest,Bench,SG,77,212,2
IND,Northwest,Bench,SG,78,228,0
IND,Northwest,Bench,PF,82,228,2
IND,Northwest,Bench,C,82,270,1
CLE,Northwest,Starter,SF,80,242,1
CLE,Northwest,Starter,PF,82,275,0
CLE,Northwest,Starter,SG,78,223,1
CLE,Northwest,Starter,PG,75,190,2
CLE,Northwest,Starter,C,80,228,1
CLE,Northwest,Bench,PF,78,238,2
CLE,Northwest,Bench,SF,81,238,5
CLE,Northwest,Bench,SG,76,213,4
CLE,Northwest,Bench,SG,79,212,3
CLE,Northwest,Bench,PF,83,242,0
CLE,Northwest,Bench,PF,83,249,0
CLE,Northwest,Bench,SF,80,194,0
CLE,Northwest,Bench,PG,75,212,0
ATL,Southwest,Starter,SF,80,223,3
ATL,Southwest,Starter,PG,73,170,2
ATL,Southwest,Starter,SG,77,195,4
ATL,Southwest,Starter,PF,83,241,3
ATL,Southwest,Starter,C,84,255,5
ATL,Southwest,Bench,SG,77,192,0
ATL,Southwest,Bench,SF,81,228,1
ATL,Southwest,Bench,PG,74,171,3
ATL,Southwest,Bench,PF,82,238,6
ATL,Southwest,Bench,PG,75,190,1
ATL,Southwest,Bench,SG,76,180,0
ATL,Southwest,Bench,SF,79,218,0
PHI,Central,Starter,SF,81,218,4
PHI,Central,Starter,PG,82,242,2
PHI,Central,Starter,SF,76,190,4
PHI,Central,Starter,C,84,251,4
PHI,Central,Starter,SF,82,226,0
PHI,Central,Bench,PG,75,199,3
PHI,Central,Bench,PG,74,200,4
PHI,Central,Bench,PF,81,212,4
PHI,Central,Bench,SG,79,200,1
PHO,Southeast,Starter,SF,80,218,1
PHO,Southeast,Starter,SG,78,208,2
PHO,Southeast,Starter,C,85,242,4
PHO,Southeast,Starter,PG,73,190,3
PHO,Southeast,Starter,PF,82,238,1
PHO,Southeast,Bench,PF,84,219,0
PHO,Southeast,Bench,PG,70,160,1
PHO,Southeast,Bench,C,85,255,6
PHO,Southeast,Bench,SG,76,200,1
PHO,Southeast,Bench,SF,80,209,5
WAS,Southwest,Starter,SG,77,204,3
WAS,Southwest,Starter,PG,76,195,5
WAS,Southwest,Starter,C,84,242,3
WAS,Southwest,Starter,SF,79,205,5
WAS,Southwest,Starter,PF,84,242,3
WAS,Southwest,Bench,PF,80,239,2
WAS,Southwest,Bench,SG,79,207,4
WAS,Southwest,Bench,C,82,234,2
WAS,Southwest,Bench,PG,73,171,1
WAS,Southwest,Bench,SG,76,210,0
SAC,Southeast,Starter,PG,74,180,2
SAC,Southeast,Starter,PF,81,253,1
SAC,Southeast,Starter,SG,78,190,2
SAC,Southeast,Starter,C,84,242,2
SAC,Southeast,Starter,SG,78,207,1
SAC,Southeast,Bench,PG,75,188,2
SAC,Southeast,Bench,SG,77,213,4
SAC,Southeast,Bench,C,84,270,1
SAC,Southeast,Bench,SF,80,212,1
SAC,Southeast,Bench,PF,83,218,0
SAC,Southeast,Bench,SG,78,223,1
SAC,Southeast,Bench,SG,78,200,1
SAC,Southeast,Bench,PG,71,190,0
BOS,Central,Starter,PG,75,191,1
BOS,Central,Starter,PF,82,246,1
BOS,Central,Starter,SF,80,207,1
BOS,Central,Starter,SG,79,225,2
BOS,Central,Starter,C,82,262,2
BOS,Central,Bench,PG,76,223,3
BOS,Central,Bench,PF,79,238,2
BOS,Central,Bench,PG,73,190,2
BOS,Central,Bench,PF,81,245,4
BOS,Central,Bench,SF,78,234,0
BOS,Central,Bench,PG,71,176,1
BOS,Central,Bench,PF,80,262,0
CHI,Northwest,Starter,SG,78,186,1
CHI,Northwest,Starter,PF,84,255,0
CHI,Northwest,Starter,C,84,255,1
CHI,Northwest,Starter,PG,76,212,3
CHI,Northwest,Starter,PG,77,206,5
CHI,Northwest,Bench,PG,76,223,5
CHI,Northwest,Bench,SF,77,223,0
CHI,Northwest,Bench,SF,80,211,2
CHI,Northwest,Bench,C,82,276,2
CHI,Northwest,Bench,SG,78,218,0
MIA,Southwest,Starter,PG,76,180,3
MIA,Southwest,Starter,SG,76,224,2
MIA,Southwest,Starter,C,84,238,2
MIA,Southwest,Starter,PF,80,206,1
MIA,Southwest,Starter,SF,78,200,1
MIA,Southwest,Bench,SG,76,187,3
MIA,Southwest,Bench,SF,78,225,1
MIA,Southwest,Bench,SG,76,200,1
MIA,Southwest,Bench,C,82,251,0
MIA,Southwest,Bench,C,84,240,5
ORL,Southwest,Starter,SF,79,206,3
ORL,Southwest,Starter,PF,81,228,0
ORL,Southwest,Starter,C,82,262,3
ORL,Southwest,Starter,SG,78,190,3
ORL,Southwest,Starter,PG,72,180,1
ORL,Southwest,Bench,SF,78,195,3
ORL,Southwest,Bench,PG,75,212,2
ORL,Southwest,Bench,PF,82,212,2
ORL,Southwest,Bench,C,81,246,4
ORL,Southwest,Bench,SG,77,218,1
ORL,Southwest,Bench,SG,79,221,0
ORL,Southwest,Bench,PF,82,255,0
MEM,Southwest,Starter,C,84,280,1
MEM,Southwest,Starter,SF,79,212,1
MEM,Southwest,Starter,PG,73,190,3
MEM,Southwest,Starter,SG,78,212,1
MEM,Southwest,Starter,PF,81,241,0
MEM,Southwest,Bench,SF,79,228,4
MEM,Southwest,Bench,SG,78,223,4
MEM,Southwest,Bench,SF,81,200,1
MEM,Southwest,Bench,PF,81,207,1
MIN,Pacific,Starter,SF,80,200,0
MIN,Pacific,Starter,PG,74,180,1
MIN,Pacific,Starter,PF,81,228,5
MIN,Pacific,Starter,SG,79,223,0
MIN,Pacific,Starter,C,83,249,5
MIN,Pacific,Bench,C,83,246,3
MIN,Pacific,Bench,SG,78,186,1
MIN,Pacific,Bench,PF,82,237,4
MIN,Pacific,Bench,PG,72,190,1
MIN,Pacific,Bench,SG,78,228,1
NO,Southwest,Starter,PF,82,223,2
NO,Southwest,Starter,C,83,271,2
NO,Southwest,Starter,PG,75,180,4
NO,Southwest,Starter,SG,76,191,5
NO,Southwest,Starter,SF,80,231,2
NO,Southwest,Bench,PG,72,190,3
NO,Southwest,Bench,SG,76,215,3
NO,Southwest,Bench,SG,75,175,3
NO,Southwest,Bench,PF,81,222,0
NO,Southwest,Bench,SF,80,238,0
HOU,Southwest,Starter,SF,80,200,1
HOU,Southwest,Starter,PG,77,221,5
HOU,Southwest,Starter,PF,82,242,3
HOU,Southwest,Starter,SG,75,223,0
HOU,Southwest,Starter,C,82,246,0
HOU,Southwest,Bench,SF,77,228,2
HOU,Southwest,Bench,PF,80,236,2
HOU,Southwest,Bench,C,83,251,3
HOU,Southwest,Bench,PF,80,253,1
HOU,Southwest,Bench,PF,86,222,2
HOU,Southwest,Bench,PG,74,175,0
HOU,Southwest,Bench,PG,73,194,1
NY,Central,Starter,SF,78,207,0
NY,Central,Starter,PF,85,235,2
NY,Central,Starter,SG,77,200,1
NY,Central,Starter,PG,75,204,1
NY,Central,Starter,C,83,265,2
NY,Central,Bench,PG,77,190,2
NY,Central,Bench,SF,80,228,1
NY,Central,Bench,SG,77,204,2
NY,Central,Bench,C,82,250,4
NY,Central,Bench,SF,80,228,0
NY,Central,Bench,C,82,227,2
NY,Central,Bench,SF,82,238,1
NY,Central,Bench,PG,75,190,0
TOR,Central,Starter,SF,76,218,2
TOR,Central,Starter,SG,79,223,1
TOR,Central,Starter,PG,72,175,2
TOR,Central,Starter,PF,83,223,2
TOR,Central,Starter,C,84,235,3
TOR,Central,Bench,PG,77,190,0
TOR,Central,Bench,PF,82,231,4
TOR,Central,Bench,SF,80,238,2
TOR,Central,Bench,C,84,223,1
TOR,Central,Bench,PG,72,195,1
TOR,Central,Bench,SF,78,212,2
TOR,Central,Bench,C,85,241,2
TOR,Central,Bench,SF,80,218,3
DEN,Pacific,Starter,C,82,254,2
DEN,Pacific,Starter,SF,80,223,0
DEN,Pacific,Starter,PF,80,246,2
DEN,Pacific,Starter,SG,76,212,3
DEN,Pacific,Starter,PG,76,209,3
DEN,Pacific,Bench,PG,77,200,2
DEN,Pacific,Bench,SG,77,175,2
DEN,Pacific,Bench,C,82,238,0
DEN,Pacific,Bench,PF,80,232,3
DEN,Pacific,Bench,SG,77,196,2
DEN,Pacific,Bench,PF,82,243,1
DEN,Pacific,Bench,SF,79,225,0
POR,Pacific,Starter,PG,75,195,3
POR,Pacific,Starter,SG,75,197,2
POR,Pacific,Starter,C,83,280,5
POR,Pacific,Starter,PF,81,218,2
POR,Pacific,Starter,SF,81,223,3
POR,Pacific,Bench,SG,79,212,4
POR,Pacific,Bench,SG,77,221,3
POR,Pacific,Bench,PF,82,218,3
POR,Pacific,Bench,PF,82,242,0
UTA,Pacific,Starter,C,85,223,2
UTA,Pacific,Starter,PG,76,180,4
UTA,Pacific,Starter,SF,80,219,2
UTA,Pacific,Starter,PF,82,247,3
UTA,Pacific,Starter,SG,80,218,0
UTA,Pacific,Bench,SG,75,200,4
UTA,Pacific,Bench,SF,77,218,2
UTA,Pacific,Bench,PF,81,223,2
UTA,Pacific,Bench,SG,78,195,1
UTA,Pacific,Bench,C,82,242,1
DAL,Southwest,Starter,SF,80,212,3
DAL,Southwest,Starter,PG,75,195,1
DAL,Southwest,Starter,SG,77,223,2
DAL,Southwest,Starter,PF,83,239,0
DAL,Southwest,Starter,PG,75,186,3
DAL,Southwest,Bench,PG,72,180,3
DAL,Southwest,Bench,PF,81,219,2
DAL,Southwest,Bench,PG,72,175,4
DAL,Southwest,Bench,PF,83,242,2
DAL,Southwest,Bench,C,83,208,2
DAL,Southwest,Bench,C,85,246,0
DAL,Southwest,Bench,C,84,238,0
LAC,Southeast,Starter,PF,82,252,1
LAC,Southeast,Starter,SF,80,212,2
LAC,Southeast,Starter,PG,76,200,2
LAC,Southeast,Starter,C,84,255,2
LAC,Southeast,Starter,PG,73,186,2
LAC,Southeast,Bench,SF,79,207,1
LAC,Southeast,Bench,SG,77,208,4
LAC,Southeast,Bench,SG,74,175,0
LAC,Southeast,Bench,PF,79,253,0
LAC,Southeast,Bench,C,81,223,2
LAC,Southeast,Bench,SF,81,234,0
LAC,Southeast,Bench,PG,73,186,1
LAC,Southeast,Bench,PF,83,211,3
GS,Southeast,Starter,SF,81,228,5
GS,Southeast,Starter,PG,75,186,2
GS,Southeast,Starter,SG,79,207,1
GS,Southeast,Starter,PF,79,234,5
GS,Southeast,Starter,C,83,242,0
GS,Southeast,Bench,SF,78,209,0
GS,Southeast,Bench,PG,79,184,2
GS,Southeast,Bench,SG,79,186,2
GS,Southeast,Bench,PF,81,242,1
GS,Southeast,Bench,PF,81,228,2
GS,Southeast,Bench,C,84,239,0
GS,Southeast,Bench,SF,79,228,0
GS,Southeast,Bench,SG,79,212,0
SA,Southwest,Starter,PF,83,242,3
SA,Southwest,Starter,SG,78,212,1
SA,Southwest,Starter,PG,72,186,1
SA,Southwest,Starter,SF,81,234,1
SA,Southwest,Starter,C,84,251,1
SA,Southwest,Bench,SG,76,200,0
SA,Southwest,Bench,PG,77,171,0
SA,Southwest,Bench,SG,78,212,1
SA,Southwest,Bench,SF,81,223,2
SA,Southwest,Bench,SG,75,190,0
SA,Southwest,Bench,SF,82,212,0
SA,Southwest,Bench,PG,77,200,0
LAL,Southeast,Starter,SG,78,206,3
LAL,Southeast,Starter,SF,81,190,2
LAL,Southeast,Starter,C,84,262,2
LAL,Southeast,Starter,PG,78,190,1
LAL,Southeast,Starter,PF,80,238,4
LAL,Southeast,Bench,PF,81,224,3
LAL,Southeast,Bench,PG,77,193,2
LAL,Southeast,Bench,PF,81,251,2
LAL,Southeast,Bench,SF,81,189,1
LAL,Southeast,Bench,SG,77,207,0
POR,Pacific,Starter,PG,75,195,2
POR,Pacific,Starter,SG,75,197,2
POR,Pacific,Starter,SF,81,223,1
POR,Pacific,Starter,C,83,280,5
POR,Pacific,Starter,PF,82,242,5
POR,Pacific,Bench,SG,79,212,0
POR,Pacific,Bench,SG,77,221,2
POR,Pacific,Bench,PF,82,218,0
POR,Pacific,Bench,PF,82,248,2
POR,Pacific,Bench,C,84,234,2
MIL,Northwest,Starter,SF,79,218,5
MIL,Northwest,Starter,PF,82,207,2
MIL,Northwest,Starter,SG,79,200,2
MIL,Northwest,Starter,PG,78,226,3
MIL,Northwest,Starter,PF,83,223,3
MIL,Northwest,Bench,PG,76,190,3
MIL,Northwest,Bench,C,85,219,3
MIL,Northwest,Bench,PF,81,255,1
MIL,Northwest,Bench,SG,77,199,0
MIL,Northwest,Bench,SG,78,211,1
MIL,Northwest,Bench,SG,74,176,1
DET,Northwest,Starter,SF,79,244,3
DET,Northwest,Starter,SF,80,230,0
DET,Northwest,Starter,SG,74,180,0
DET,Northwest,Starter,PG,75,210,1
DET,Northwest,Starter,C,83,276,2
DET,Northwest,Bench,PF,82,221,3
DET,Northwest,Bench,PF,81,246,1
DET,Northwest,Bench,PG,72,175,1
DET,Northwest,Bench,SG,74,204,0
DET,Northwest,Bench,SF,79,200,0
CHI,Northwest,Starter,PG,76,212,3
CHI,Northwest,Starter,PF,84,255,1
CHI,Northwest,Starter,C,84,255,2
CHI,Northwest,Starter,SG,78,186,1
CHI,Northwest,Starter,PG,77,206,0
CHI,Northwest,Bench,PG,76,223,3
CHI,Northwest,Bench,SF,77,223,1
CHI,Northwest,Bench,SF,80,211,0
CHI,Northwest,Bench,C,82,276,1
CHI,Northwest,Bench,SG,78,218,1
CHI,Northwest,Bench,PG,69,177,0
ORL,Southwest,Starter,SF,79,206,3
ORL,Southwest,Starter,PF,81,228,2
ORL,Southwest,Starter,C,82,262,2
ORL,Southwest,Starter,SG,78,190,0
ORL,Southwest,Starter,PG,75,212,2
ORL,Southwest,Bench,SF,78,195,0
ORL,Southwest,Bench,PF,82,212,1
ORL,Southwest,Bench,SG,77,218,0
ORL,Southwest,Bench,C,81,246,1
ORL,Southwest,Bench,SG,79,221,0
ORL,Southwest,Bench,PF,82,255,0
ORL,Southwest,Bench,SF,79,207,0
IND,Northwest,Starter,PF,80,223,4
IND,Northwest,Starter,SG,76,218,0
IND,Northwest,Starter,SF,80,219,2
IND,Northwest,Starter,PG,72,161,2
IND,Northwest,Starter,C,83,242,6
IND,Northwest,Bench,C,84,241,2
IND,Northwest,Bench,PG,75,186,0
IND,Northwest,Bench,SG,77,212,2
IND,Northwest,Bench,PF,82,228,0
IND,Northwest,Bench,PG,74,180,0
PHI,Central,Starter,PG,82,242,3
PHI,Central,Starter,SF,76,190,2
PHI,Central,Starter,SF,81,218,2
PHI,Central,Starter,C,84,251,4
PHI,Central,Starter,PF,82,226,2
PHI,Central,Bench,PG,75,199,2
PHI,Central,Bench,PG,74,200,1
PHI,Central,Bench,SG,79,200,1
PHI,Central,Bench,PF,81,212,2
PHI,Central,Bench,PF,81,242,1
CLE,Northwest,Starter,SF,80,242,2
CLE,Northwest,Starter,PF,78,238,4
CLE,Northwest,Starter,SG,78,223,5
CLE,Northwest,Starter,PG,75,190,2
CLE,Northwest,Starter,PF,82,275,3
CLE,Northwest,Bench,SF,81,238,4
CLE,Northwest,Bench,SG,79,212,3
CLE,Northwest,Bench,SG,76,213,1
CLE,Northwest,Bench,PF,83,249,2
CLE,Northwest,Bench,PF,83,242,1
WAS,Southwest,Starter,PG,76,195,0
WAS,Southwest,Starter,SG,77,204,1
WAS,Southwest,Starter,SF,80,198,4
WAS,Southwest,Starter,C,84,242,2
WAS,Southwest,Starter,PF,82,246,3
WAS,Southwest,Bench,SF,79,205,4
WAS,Southwest,Bench,SG,76,210,1
WAS,Southwest,Bench,PF,80,239,5
WAS,Southwest,Bench,C,82,234,4
WAS,Southwest,Bench,PG,73,171,0
HOU,Southwest,Starter,SF,80,200,2
HOU,Southwest,Starter,PG,77,221,0
HOU,Southwest,Starter,SG,75,223,0
HOU,Southwest,Starter,PF,82,242,1
HOU,Southwest,Starter,C,82,246,0
HOU,Southwest,Bench,PF,80,236,4
HOU,Southwest,Bench,SF,77,228,5
HOU,Southwest,Bench,C,83,251,2
HOU,Southwest,Bench,PF,80,253,1
HOU,Southwest,Bench,PF,86,222,1
HOU,Southwest,Bench,PG,74,175,0
HOU,Southwest,Bench,PG,73,194,0
ATL,Southwest,Starter,SG,77,195,3
ATL,Southwest,Starter,PG,73,170,2
ATL,Southwest,Starter,SF,80,223,1
ATL,Southwest,Starter,C,84,255,1
ATL,Southwest,Starter,PF,83,241,3
ATL,Southwest,Bench,PF,82,238,2
ATL,Southwest,Bench,SF,81,228,1
ATL,Southwest,Bench,PG,74,171,2
ATL,Southwest,Bench,SG,76,180,1
ATL,Southwest,Bench,SG,77,192,0
ATL,Southwest,Bench,SF,79,218,0
PHO,Southeast,Starter,SG,78,208,5
PHO,Southeast,Starter,C,85,242,1
PHO,Southeast,Starter,PG,73,190,0
PHO,Southeast,Starter,PF,82,238,6
PHO,Southeast,Starter,SF,80,218,0
PHO,Southeast,Bench,SF,80,209,5
PHO,Southeast,Bench,SG,76,200,1
PHO,Southeast,Bench,PF,84,219,3
PHO,Southeast,Bench,C,85,255,3
PHO,Southeast,Bench,PG,70,160,1
PHO,Southeast,Bench,SF,79,190,0
NY,Central,Starter,SG,77,200,4
NY,Central,Starter,SF,78,207,3
NY,Central,Starter,C,83,265,4
NY,Central,Starter,PF,85,235,1
NY,Central,Starter,PG,75,204,1
NY,Central,Bench,PG,77,190,2
NY,Central,Bench,SF,82,238,2
NY,Central,Bench,SF,80,228,3
NY,Central,Bench,C,82,227,3
NY,Central,Bench,SF,80,228,1
NO,Southwest,Starter,PF,82,223,4
NO,Southwest,Starter,C,83,271,5
NO,Southwest,Starter,PG,75,180,0
NO,Southwest,Starter,SG,76,191,3
NO,Southwest,Starter,SF,80,231,4
NO,Southwest,Bench,PG,72,190,1
NO,Southwest,Bench,SG,76,215,3
NO,Southwest,Bench,SF,80,238,2
NO,Southwest,Bench,SG,75,175,0
NO,Southwest,Bench,PF,81,228,0
DAL,Southwest,Starter,SF,80,212,4
DAL,Southwest,Starter,SG,77,223,3
DAL,Southwest,Starter,PG,75,195,2
DAL,Southwest,Starter,PF,83,239,1
DAL,Southwest,Starter,C,83,208,2
DAL,Southwest,Bench,PG,72,175,0
DAL,Southwest,Bench,C,85,246,4
DAL,Southwest,Bench,PG,72,180,2
DAL,Southwest,Bench,PG,75,186,3
DAL,Southwest,Bench,PF,83,242,3
CHA,Southwest,Starter,SG,77,186,3
CHA,Southwest,Starter,PG,73,173,3
CHA,Southwest,Starter,SF,79,224,0
CHA,Southwest,Starter,C,83,270,5
CHA,Southwest,Starter,PF,81,234,2
CHA,Southwest,Bench,PF,85,242,2
CHA,Southwest,Bench,SG,78,223,0
CHA,Southwest,Bench,SG,75,200,2
CHA,Southwest,Bench,C,84,242,3
SA,Southwest,Starter,PF,83,242,4
SA,Southwest,Starter,SG,78,212,2
SA,Southwest,Starter,PG,72,186,2
SA,Southwest,Starter,C,84,251,4
SA,Southwest,Starter,SF,81,234,3
SA,Southwest,Bench,SF,81,223,3
SA,Southwest,Bench,SG,78,212,3
SA,Southwest,Bench,SG,75,190,3
SA,Southwest,Bench,PG,77,171,1
SA,Southwest,Bench,SG,76,200,1
MIA,Southwest,Starter,PG,76,180,5
MIA,Southwest,Starter,SF,78,200,3
MIA,Southwest,Starter,SG,76,224,2
MIA,Southwest,Starter,C,84,238,3
MIA,Southwest,Starter,PF,80,206,1
MIA,Southwest,Bench,PF,81,246,6
MIA,Southwest,Bench,SG,76,187,2
MIA,Southwest,Bench,C,84,240,1
MIA,Southwest,Bench,SF,78,225,0
MIA,Southwest,Bench,SG,76,200,1
MIA,Southwest,Bench,C,82,251,0
DEN,Pacific,Starter,SG,76,212,1
DEN,Pacific,Starter,SF,80,223,3
DEN,Pacific,Starter,PF,80,246,2
DEN,Pacific,Starter,C,82,254,4
DEN,Pacific,Starter,PG,76,209,3
DEN,Pacific,Bench,SG,77,175,0
DEN,Pacific,Bench,PG,77,200,0
DEN,Pacific,Bench,C,82,238,1
DEN,Pacific,Bench,SG,77,196,2
DEN,Pacific,Bench,PF,80,232,0
TOR,Central,Starter,SG,79,223,3
TOR,Central,Starter,PG,72,175,2
TOR,Central,Starter,SF,76,218,5
TOR,Central,Starter,PF,83,223,2
TOR,Central,Starter,C,84,235,6
TOR,Central,Bench,PF,82,231,0
TOR,Central,Bench,SF,80,238,1
TOR,Central,Bench,C,84,223,2
TOR,Central,Bench,PG,77,190,4
TOR,Central,Bench,C,85,241,2
TOR,Central,Bench,PG,72,195,0
UTA,Pacific,Starter,SG,80,218,3
UTA,Pacific,Starter,C,85,223,2
UTA,Pacific,Starter,SF,80,219,2
UTA,Pacific,Starter,PG,76,180,4
UTA,Pacific,Starter,PF,82,247,2
UTA,Pacific,Bench,SG,75,200,4
UTA,Pacific,Bench,SF,77,218,2
UTA,Pacific,Bench,C,82,242,2
UTA,Pacific,Bench,PF,81,223,4
UTA,Pacific,Bench,SG,78,195,0
BOS,Central,Starter,PG,75,191,1
BOS,Central,Starter,PF,82,246,2
BOS,Central,Starter,SG,79,225,1
BOS,Central,Starter,SF,80,207,1
BOS,Central,Starter,C,82,262,2
BOS,Central,Bench,PG,76,223,2
BOS,Central,Bench,PG,73,190,1
BOS,Central,Bench,PF,81,238,2
BOS,Central,Bench,PF,79,238,0
BOS,Central,Bench,PF,81,245,2
OKC,Pacific,Starter,SF,80,212,2
OKC,Pacific,Starter,PG,75,188,5
OKC,Pacific,Starter,PF,80,234,2
OKC,Pacific,Starter,C,84,255,3
OKC,Pacific,Starter,SG,79,208,1
OKC,Pacific,Bench,SF,80,212,0
OKC,Pacific,Bench,PG,73,207,0
OKC,Pacific,Bench,PF,81,238,1
OKC,Pacific,Bench,SG,78,190,3
OKC,Pacific,Bench,SG,79,186,1
BKN,Central,Starter,SF,79,223,3
BKN,Central,Starter,PG,77,193,3
BKN,Central,Starter,SF,80,213,3
BKN,Central,Starter,SG,79,191,3
BKN,Central,Starter,C,85,271,0
BKN,Central,Bench,SG,78,197,2
BKN,Central,Bench,SG,78,228,1
BKN,Central,Bench,C,84,251,2
BKN,Central,Bench,PG,78,200,5
BKN,Central,Bench,SF,80,215,0
BKN,Central,Bench,SG,76,212,0
LAL,Southeast,Starter,PF,81,224,2
LAL,Southeast,Starter,SF,81,190,3
LAL,Southeast,Starter,SG,78,206,3
LAL,Southeast,Starter,C,84,262,4
LAL,Southeast,Starter,PG,78,190,4
LAL,Southeast,Bench,PG,77,193,1
LAL,Southeast,Bench,PF,81,251,6
LAL,Southeast,Bench,SG,77,207,2
LAL,Southeast,Bench,PG,74,180,1
LAL,Southeast,Bench,SF,81,189,3
MEM,Southwest,Starter,PG,73,180,2
MEM,Southwest,Starter,C,84,280,3
MEM,Southwest,Starter,SF,79,212,6
MEM,Southwest,Starter,SF,79,228,6
MEM,Southwest,Starter,PF,81,241,4
MEM,Southwest,Bench,SG,78,223,2
MEM,Southwest,Bench,PG,73,190,2
MEM,Southwest,Bench,PF,81,207,1
MEM,Southwest,Bench,SF,81,200,2
LAC,Southeast,Starter,PG,76,200,4
LAC,Southeast,Starter,PG,73,186,4
LAC,Southeast,Starter,PF,82,252,3
LAC,Southeast,Starter,SF,80,212,1
LAC,Southeast,Starter,C,84,255,3
LAC,Southeast,Bench,SG,74,175,2
LAC,Southeast,Bench,SF,79,207,3
LAC,Southeast,Bench,SG,77,208,2
LAC,Southeast,Bench,C,81,223,0
LAC,Southeast,Bench,PF,79,253,0
SAC,Southeast,Starter,PF,81,253,3
SAC,Southeast,Starter,SG,78,190,2
SAC,Southeast,Starter,SG,78,207,0
SAC,Southeast,Starter,PG,75,188,4
SAC,Southeast,Starter,C,84,242,3
SAC,Southeast,Bench,SG,77,213,2
SAC,Southeast,Bench,PG,71,190,0
SAC,Southeast,Bench,C,84,270,3
SAC,Southeast,Bench,SG,78,223,1
SAC,Southeast,Bench,SF,80,212,1
SAC,Southeast,Bench,SG,78,200,1
SAC,Southeast,Bench,PF,83,218,3
DET,Northwest,Starter,C,83,276,4
DET,Northwest,Starter,SF,80,230,1
DET,Northwest,Starter,SG,74,180,4
DET,Northwest,Starter,PG,75,210,1
DET,Northwest,Starter,SF,79,244,0
DET,Northwest,Bench,SF,79,200,0
DET,Northwest,Bench,PG,72,175,1
DET,Northwest,Bench,PF,81,246,3
DET,Northwest,Bench,SG,78,204,0
